"ROM","PRESET #","PRESET NAME","RIFF NAME","ARP NAME","PRESET LAYER","INST #","INST NAME","SAMPLE NAMES"
"2500","467","arp:LowPercRoll","PRC-Metalofon","Roll Over","2","662","prc:Kick 9","TimpDrum A1"
"2500","468","arp:MadEndingYo","KEY-C3","Evil Bellz","1","428","hit:Brass Hit 3","Stab"
"2500","468","arp:MadEndingYo","KEY-C3","Evil Bellz","2","429","hit:Brass Hit 4","Dance Stab EMaj"
"2500","468","arp:MadEndingYo","KEY-C3","Evil Bellz","3","100","bas:Ice","Basss Ice A#0"
"2500","469","arp:Plucked 5ths","PLK-SegDomraMut1","5ths","1","360","wav:Pulse Plus","Wide Pulse C3 -- Wide Pulse C4 -- Wide Pulse C5 -- Wide Pulse D#6"
"2500","469","arp:Plucked 5ths","PLK-SegDomraMut1","5ths","2","219","str:Sham Wave","Shamisen F2 -- Shamisen A#2 -- Shamisen D#3 -- Shamisen A3 -- Shamisen A5"
"2500","470","led:DX Gone Mini","LED-Q Snapper","MENACE BASS","1","87","bas:FM","DX Bass A0 -- DX Bass A4 -- DX Bass D6"
"2500","471","led:Lego","GTR-Nylon Silk","Syncho Play","1","309","wav:Pluck Tone","Pluck Tone E3"
"2500","471","led:Lego","GTR-Nylon Silk","Syncho Play","2","310","wav:Hollow Deep","Hollow Deep B0"
"2500","471","led:Lego","GTR-Nylon Silk","Syncho Play","3","324","wav:Synthetic","SyntheticLead D3 -- SyntheticLead D6"
"2500","472","bpm:PWM Voxation","KEY-C3 (4 Bars)","FearOfFallin","1","343","wav:Juno Pulse","J60 Pwm A0 -- J60 Pwm A1 -- J60 Pwm A2 -- J60 Pwm A3 -- J60 Pwm A5"
"2500","473","bpm:Classic","KEY-C3 (4 Bars)","Classic 70s","1","389","pad:JP6 Pad","Jup 6 BuzzPad G3 -- Jup 6 BuzzPad G5"
"2500","473","bpm:Classic","KEY-C3 (4 Bars)","Classic 70s","2","108","bas:2600","Bass 260O A0"
"2500","473","bpm:Classic","KEY-C3 (4 Bars)","Classic 70s","3","283","wav:PWM","J60 Pwm A0 -- J60 Pwm A1 -- J60 Pwm A2 -- J60 Pwm A3 -- J60 Pwm A5 -- J60 Pwm A7"
"2500","474","bpm:Drum 1","KEY-C3","MoreFocus","1","599","prc:Snares 1","Rim 1 -- Sticky -- Stick It -- Side Stick -- Ping More -- Nother Rim -- Snare Bat -- Brush Ping -- Brush Hit -- Trashin' It -- Poison -- Rim 2 -- Snare 1 -- Noise Drum -- Wraparound Snare -- Pingy Snare -- Rim Snare -- Noise Snare -- Crispy Snare -- Big Snare 1 -- Tail Snare -- Snare Talk -- Ping Snare -- Smokey Snare -- Boxy Snare 1 -- Dry Thing Snare -- Jungle Snare -- Machine Snare -- Snare 2 -- Pull Back Snare -- Snare Tail -- Lemon Snare -- Buzz Snare -- Little Snare -- Ya Ya Snare -- Trashy 909 -- SP-1200 Snare -- Street Snare -- Gun Shot Snare -- Smak Snare -- Dirt Snare -- Soda Snare -- Dark Snare 1 -- Boxy Snare 2 -- Wacken Snare -- Snare 3 -- Dark Snare 2 -- Whackee 1 -- Snare 4 -- 909 Snare 1 -- Boxy Snare 3 -- Snare Sigh -- March Snare -- Zip Snare -- Hi Snare -- Dog Perc FX -- Room Rim -- Dark Snare 3 -- Snare Buzz Roll -- Circle Brush 1 -- Circle Brush 2"
"2500","474","bpm:Drum 1","KEY-C3","MoreFocus","2","601","prc:Toms 1","Thomas -- Brush Tom -- Roto Tom -- Syn Tom -- Cow Tom -- Tubular Tom -- Nother Tom -- Tommy -- Ron Tom -- Ron Tom -- Thomas -- Brush Tom -- Roto Tom -- Syn Tom -- Cow Tom -- Tubular Tom -- Nother Tom -- Tommy -- Ron Tom -- Ron Tom -- Thomas -- Brush Tom -- Roto Tom -- Syn Tom -- Cow Tom -- Tubular Tom -- Nother Tom -- Tommy -- Ron Tom -- Ron Tom -- Thomas -- Brush Tom -- Roto Tom -- Syn Tom -- Cow Tom -- Tubular Tom -- Nother Tom -- Tommy -- Ron Tom -- Ron Tom -- Thomas -- Brush Tom -- Roto Tom -- Syn Tom -- Cow Tom -- Tubular Tom -- Nother Tom -- Tommy -- Ron Tom -- Ron Tom -- Thomas -- Brush Tom -- Roto Tom -- Syn Tom -- Cow Tom -- Tubular Tom -- Nother Tom -- Tommy -- Ron Tom -- Ron Tom"
"2500","474","bpm:Drum 1","KEY-C3","MoreFocus","3","598","prc:Kicks 2","909 Kick 2 -- Machine Kick -- Machine Kick -- Cracked Kick 1 -- Distorto Kick -- Kick 7 -- Kick 8 -- Kick 9 -- Kick 10 -- Kick 11 -- Kick 11 -- Kick 12 -- 2600 Kick 2 -- Cracked Kick 2 -- 909 Kick 3 -- 909 Kick 4 -- Screamin Kick -- Cracked Kick 3 -- 2600 Kick 3 -- 2600 Kick 3 -- DS4 Kick -- Cracked Kick 4 -- Kick 13 -- BBall Jones Kick -- BBall Jones Kick -- Kick 14 -- 808 Kick 3 -- Thunderdrum -- Boom Sine 909 -- Kick 15 -- Lazer Kick -- Lazer Kick"
"2500","474","bpm:Drum 1","KEY-C3","MoreFocus","4","634","kit:Kit 1","808 Kick 2 -- Lemon Snare -- Boxy Snare 1 -- Tubular Tom -- Quick Hat -- Tubular Tom -- Closed Hat -- Nother Tom -- Quick Hat -- Nother Tom -- Kick 7 -- Circle Brush 2 -- Rim Snare -- Flat Hat -- Circle Brush 1 -- Brush Tom -- Slap Hat -- Brush Tom -- Brush Hat -- Brush Tom -- Open Hold Hat -- Jungle Kick -- Nother Rim -- Jungle Snare -- OpenClosed Hat 2 -- Tail Snare -- Maraca Snap -- Closed Tip Hat -- Snap 2 -- Hangin' Hat -- Clap 3 -- Long OpnClsd Hat -- Tam Again -- Sticky -- Snare Tail -- Snare 2 -- Chirp Hat -- Ron Tom -- Pssst Hat -- Ron Tom -- Kick 4 -- Full Kick -- Whaazzit -- Dark Snare 3 -- Little Snare -- Hi Snare -- Dance Brassy Hit -- Cow Tom -- Kick Scratch 2 -- Ride 5 -- Kick 3 -- Snare Buzz Roll -- Snare Buzz Roll -- Cympacular"
"2500","475","bpm:Drum 2","KEY-C3 (4 Bars)","SeasonsEnd","1","599","prc:Snares 1","Rim 1 -- Sticky -- Stick It -- Side Stick -- Ping More -- Nother Rim -- Snare Bat -- Brush Ping -- Brush Hit -- Trashin' It -- Poison -- Rim 2 -- Snare 1 -- Noise Drum -- Wraparound Snare -- Pingy Snare -- Rim Snare -- Noise Snare -- Crispy Snare -- Big Snare 1 -- Tail Snare -- Snare Talk -- Ping Snare -- Smokey Snare -- Boxy Snare 1 -- Dry Thing Snare -- Jungle Snare -- Machine Snare -- Snare 2 -- Pull Back Snare -- Snare Tail -- Lemon Snare -- Buzz Snare -- Little Snare -- Ya Ya Snare -- Trashy 909 -- SP-1200 Snare -- Street Snare -- Gun Shot Snare -- Smak Snare -- Dirt Snare -- Soda Snare -- Dark Snare 1 -- Boxy Snare 2 -- Wacken Snare -- Snare 3 -- Dark Snare 2 -- Whackee 1 -- Snare 4 -- 909 Snare 1 -- Boxy Snare 3 -- Snare Sigh -- March Snare -- Zip Snare -- Hi Snare -- Dog Perc FX -- Room Rim -- Dark Snare 3 -- Snare Buzz Roll -- Circle Brush 1 -- Circle Brush 2"
"2500","475","bpm:Drum 2","KEY-C3 (4 Bars)","SeasonsEnd","2","631","kit:Acoustic 3&4","Fat Kick -- Side Stick -- Rimshot Snare 2 -- Rimshot Snare 1 -- Rimshot Snare 2 -- Low Dry Tom -- HH Jazz Tight -- Low Dry Tom -- HH Jazz -- Hi Dry Tom -- HH Jazz -- Hi Dry Tom -- Hi Dry Tom -- Cymbal 14"" Crash -- Hi Dry Tom -- Ride Ping -- Ride Bell -- Fat Kick -- Tam Tam -- Cymbal 12""Splash -- Cowbell -- Cymbal 14"" Crash -- Fingersnap -- Cymbal 14"" Crash -- Tambourine -- 909 Trashy -- Snare Gated Rvrb -- Gated K Verb -- Low Dry Tom -- Low Dry Tom -- Hi Dry Tom -- Hi Dry Tom -- Hi Dry Tom -- Hi Dry Tom -- Cymbal 12""Splash -- Dyna Kick -- Side Stick -- Dyna Snare -- Snare Gated Rvrb -- DS4 Snare CS -- Low Dry Tom -- HH Closed -- Low Dry Tom -- HH Foot -- Hi Dry Tom -- HH Open -- Hi Dry Tom -- Hi Dry Tom -- Cymbal 14"" Crash -- Hi Dry Tom -- Ride Ping -- Ride Bell -- Fat Kick -- Cymbal 14"" Crash -- Cymbal 12""Splash -- Cowbell -- Cymbal 14"" Crash -- Woodblock 1 -- Cymbal 12""Splash -- Room Tom -- Tambourine -- Room Tom -- Hat Closed -- Room Tom -- Hat Pedal -- Hat Lite OpenMid -- Room Tom -- Room Tom -- Room Tom -- Room Tom -- Tam Tam"
"2500","475","bpm:Drum 2","KEY-C3 (4 Bars)","SeasonsEnd","3","598","prc:Kicks 2","909 Kick 2 -- Machine Kick -- Machine Kick -- Cracked Kick 1 -- Distorto Kick -- Kick 7 -- Kick 8 -- Kick 9 -- Kick 10 -- Kick 11 -- Kick 11 -- Kick 12 -- 2600 Kick 2 -- Cracked Kick 2 -- 909 Kick 3 -- 909 Kick 4 -- Screamin Kick -- Cracked Kick 3 -- 2600 Kick 3 -- 2600 Kick 3 -- DS4 Kick -- Cracked Kick 4 -- Kick 13 -- BBall Jones Kick -- BBall Jones Kick -- Kick 14 -- 808 Kick 3 -- Thunderdrum -- Boom Sine 909 -- Kick 15 -- Lazer Kick -- Lazer Kick"
"2500","475","bpm:Drum 2","KEY-C3 (4 Bars)","SeasonsEnd","4","632","kit:Dance Set","Fat Kick -- Ware Snare -- Rimshot Snare 2 -- Woodblock 2 -- Snare 3 -- Timbale 1 -- HH Jazz Tight -- Timbale 2 -- HH Jazz Tight -- Record Scratch 1 -- HH Jazz -- Record Scratch 2 -- Record Scratch 3 -- Hat Hit -- Quinto Tone -- Cymbal 14"" Crash -- QuintoClosedSlap -- Low Tumba Tone -- Clap Big Beat -- Dyna Kick -- Snare Ring&Snare -- 2600 Kick -- 909 Trashy -- NY Snare -- C78 Clave -- 909 Trashy -- 909 Lo Tom -- C78 Hi-HatClose1 -- 909 Lo Tom -- C78 Hi-HatClose2 -- 909 Lo Tom -- C78 Cymbal Open -- 909 Lo Tom -- Snare 3 -- Kickn 808 -- FX Rim Click -- 808 Snare -- 808 Clap -- 909 Snare 1 -- 808 High Tom 1 -- 808 Closed HH -- 808 High Tom 1 -- 808 Open HH Shrt -- 808 High Tom 1 -- 808 Open HH Lng -- 808 High Tom 1 -- 808 High Tom 1 -- 808 Cymbal -- 808 High Tom 1 -- 808 Cymbal -- 808 Low Conga 1 -- 808 Low Conga 1 -- 808 Cowbell -- 808 Maraca -- 909 Snare 2 -- Dance Kick -- E Snare -- Woodblock 1 -- DS4 Snare CS -- HH Closed 1 -- HH Closed 2 -- HH Half Closed -- 909 Snare 2 -- 909 Snare 2 -- 909 Snare 2 -- 909 Snare 2 -- Syn Drum Wave -- Syn Drum Wave -- Syn Drum Wave -- Syn Drum Wave -- Bongo Tone"
"2500","476","bpm:Drum 3","KEY-C3 (4 Bars)","LB 12","1","599","prc:Snares 1","Rim 1 -- Sticky -- Stick It -- Side Stick -- Ping More -- Nother Rim -- Snare Bat -- Brush Ping -- Brush Hit -- Trashin' It -- Poison -- Rim 2 -- Snare 1 -- Noise Drum -- Wraparound Snare -- Pingy Snare -- Rim Snare -- Noise Snare -- Crispy Snare -- Big Snare 1 -- Tail Snare -- Snare Talk -- Ping Snare -- Smokey Snare -- Boxy Snare 1 -- Dry Thing Snare -- Jungle Snare -- Machine Snare -- Snare 2 -- Pull Back Snare -- Snare Tail -- Lemon Snare -- Buzz Snare -- Little Snare -- Ya Ya Snare -- Trashy 909 -- SP-1200 Snare -- Street Snare -- Gun Shot Snare -- Smak Snare -- Dirt Snare -- Soda Snare -- Dark Snare 1 -- Boxy Snare 2 -- Wacken Snare -- Snare 3 -- Dark Snare 2 -- Whackee 1 -- Snare 4 -- 909 Snare 1 -- Boxy Snare 3 -- Snare Sigh -- March Snare -- Zip Snare -- Hi Snare -- Dog Perc FX -- Room Rim -- Dark Snare 3 -- Snare Buzz Roll -- Circle Brush 1 -- Circle Brush 2"
"2500","476","bpm:Drum 3","KEY-C3 (4 Bars)","LB 12","2","601","prc:Toms 1","Thomas -- Brush Tom -- Roto Tom -- Syn Tom -- Cow Tom -- Tubular Tom -- Nother Tom -- Tommy -- Ron Tom -- Ron Tom -- Thomas -- Brush Tom -- Roto Tom -- Syn Tom -- Cow Tom -- Tubular Tom -- Nother Tom -- Tommy -- Ron Tom -- Ron Tom -- Thomas -- Brush Tom -- Roto Tom -- Syn Tom -- Cow Tom -- Tubular Tom -- Nother Tom -- Tommy -- Ron Tom -- Ron Tom -- Thomas -- Brush Tom -- Roto Tom -- Syn Tom -- Cow Tom -- Tubular Tom -- Nother Tom -- Tommy -- Ron Tom -- Ron Tom -- Thomas -- Brush Tom -- Roto Tom -- Syn Tom -- Cow Tom -- Tubular Tom -- Nother Tom -- Tommy -- Ron Tom -- Ron Tom -- Thomas -- Brush Tom -- Roto Tom -- Syn Tom -- Cow Tom -- Tubular Tom -- Nother Tom -- Tommy -- Ron Tom -- Ron Tom"
"2500","476","bpm:Drum 3","KEY-C3 (4 Bars)","LB 12","3","598","prc:Kicks 2","909 Kick 2 -- Machine Kick -- Machine Kick -- Cracked Kick 1 -- Distorto Kick -- Kick 7 -- Kick 8 -- Kick 9 -- Kick 10 -- Kick 11 -- Kick 11 -- Kick 12 -- 2600 Kick 2 -- Cracked Kick 2 -- 909 Kick 3 -- 909 Kick 4 -- Screamin Kick -- Cracked Kick 3 -- 2600 Kick 3 -- 2600 Kick 3 -- DS4 Kick -- Cracked Kick 4 -- Kick 13 -- BBall Jones Kick -- BBall Jones Kick -- Kick 14 -- 808 Kick 3 -- Thunderdrum -- Boom Sine 909 -- Kick 15 -- Lazer Kick -- Lazer Kick"
"2500","476","bpm:Drum 3","KEY-C3 (4 Bars)","LB 12","4","608","prc:Hats 2","Stomper Hat -- Hat 1 -- Hat 2 -- Hat 3 -- Jazz Hat 1 -- Mid Hat Open -- Crash Hat -- Jazz Hat 2 -- C78 Hat Closed 1 -- Cracked Hat 1 -- C78 Hat Closed 2 -- Open 909 Hat 1 -- Open 808 Hat 1 -- Cracked Hat 2 -- Open 909 Hat 2 -- Super Hat -- Tiny Hat 1 -- Tiny Hat 2 -- Dirt Hat -- Hat 4 -- FX Hat 1 -- FX Hat 2 -- Closed 808 Hat 1 -- Hatty -- FX Hat Stall -- Slam Hat -- Half Open Hat -- Closed 808 Hat 2 -- Open 808 Hat 2 -- Hat 5 -- Closed 909 Hat 1 -- Psst Hat -- Open 808 FX Hat -- Procussion Hat -- Dirty Hat -- Hat 6 -- 808ish Hat -- Metal FX Hat -- Glass Hat -- Hat 7 -- Ting Hat"
"2500","477","bpm:Octover","KEY-C3 (4 Bars)","Syncho Penta","1","370","syn:Moog 55","ReZiLLa  C2 -- ReZiLLa C3 -- ReZiLLa C4 -- ReZiLLa C6"
"2500","477","bpm:Octover","KEY-C3 (4 Bars)","Syncho Penta","2","85","bas:Stereo VP 1","VP Bass 1 A2 -- VP Bass 1 A4"
"2500","477","bpm:Octover","KEY-C3 (4 Bars)","Syncho Penta","3","218","str:Digital","Digi Strings C3 -- Digi Strings C6"
"2500","478","bpm:Chaser","KEY-Cs Up-Down","Simply","1","389","pad:JP6 Pad","Jup 6 BuzzPad G3 -- Jup 6 BuzzPad G5"
"2500","478","bpm:Chaser","KEY-Cs Up-Down","Simply","2","108","bas:2600","Bass 260O A0"
"2500","478","bpm:Chaser","KEY-Cs Up-Down","Simply","3","283","wav:PWM","J60 Pwm A0 -- J60 Pwm A1 -- J60 Pwm A2 -- J60 Pwm A3 -- J60 Pwm A5 -- J60 Pwm A7"
"2500","479","gtr:Nyl ONDa","GTR-Nylon Silk","ALL ALONE","1","171","gtr:Nylon","Nylon Guitar E1 -- Nylon Guitar A1 -- Nylon Guitar D2 -- Nylon Guitar B2 -- Nylon Guitar E3 -- Nylon Guitar A3 -- Nylon Guitar D4 -- Nylon Guitar D6"
"2500","479","gtr:Nyl ONDa","GTR-Nylon Silk","ALL ALONE","2","176","gtr:El Mute 1","MuteGuitar 1 B1 -- MuteGuitar 1 D2 -- MuteGuitar 1 F#2 -- MuteGuitar 1 A2 -- MuteGuitar 1 D3 -- MuteGuitar 1 E3 -- MuteGuitar 1 G#3 -- MuteGuitar 1 B4 -- MuteGuitar 1 D4"
"2500","480","bas:Killer SE","BAS-Sub Core","Re Tool","1","83","bas:SE 2","SE Bass 2 C0 -- SE Bass 2 C5"
"2500","481","bas:Fing'd","BAS-3 O Worm","3 On Groove","1","134","bas:Finger 1","Finger Bass 1 E0 -- Finger Bass 1 A0 -- Finger Bass 1 D1 -- Finger Bass 1 G1 -- Finger Bass 1 C2 -- Finger Bass 1 G2 -- Finger Bass 1 C3 -- Finger Bass 1 F3 -- Finger Bass 1 F5"
"2500","482","bas:Finger Oxx","BAS-SignFeld Pop","DRIVING","1","156","bas:Fing&Harms 1","Hard Finger D1 -- Bass Harm G4"
"2500","482","bas:Finger Oxx","BAS-SignFeld Pop","DRIVING","2","134","bas:Finger 1","Finger Bass 1 E0 -- Finger Bass 1 A0 -- Finger Bass 1 D1 -- Finger Bass 1 G1 -- Finger Bass 1 C2 -- Finger Bass 1 G2 -- Finger Bass 1 C3 -- Finger Bass 1 F3 -- Finger Bass 1 F5"
"2500","483","bas:Hangem Mono","BAS-Lowness 2","MENACEBEAT2","1","132","bas:DX 2","DX Bass 2 A0"
"2500","483","bas:Hangem Mono","BAS-Lowness 2","MENACEBEAT2","2","131","bas:DX 1","DX Bass 1 A0"
"2500","483","bas:Hangem Mono","BAS-Lowness 2","MENACEBEAT2","3","115","bas:Synth 7","Synth Bass 7 C0"
"2500","484","bas:Hiptainer","BAS-PuLs A'ting","Syncho Penta","1","134","bas:Finger 1","Finger Bass 1 E0 -- Finger Bass 1 A0 -- Finger Bass 1 D1 -- Finger Bass 1 G1 -- Finger Bass 1 C2 -- Finger Bass 1 G2 -- Finger Bass 1 C3 -- Finger Bass 1 F3 -- Finger Bass 1 F5"
"2500","484","bas:Hiptainer","BAS-PuLs A'ting","Syncho Penta","2","141","bas:Slap 5","Lewis Slap E0 -- Lewis Slap A0"
"2500","485","bas:Container","BAS-Easy","Aud Funk","1","143","bas:Fretless 1","Fretless 1 E0 -- Fretless 1 C1 -- Fretless 1 F#1 -- Fretless 1 C#2 -- Fretless 1 E2 -- Fretless 1 B5"
"2500","485","bas:Container","BAS-Easy","Aud Funk","2","176","gtr:El Mute 1","MuteGuitar 1 B1 -- MuteGuitar 1 D2 -- MuteGuitar 1 F#2 -- MuteGuitar 1 A2 -- MuteGuitar 1 D3 -- MuteGuitar 1 E3 -- MuteGuitar 1 G#3 -- MuteGuitar 1 B4 -- MuteGuitar 1 D4"
"2500","486","bas:Go Deep","BAS-SignFeld Pop","Follow Me","1","137","bas:Slap 1","Slap Bass 1 E0 -- Slap Bass 1 A0 -- Slap Bass 1 D1 -- Slap Bass 1 A5"
"2500","487","bas:Drop Sub 2","KEY-C3","Good Gruv","1","89","bas:Memory Moog","Mem Moog Bass F0"
"2500","488","bas:Drop Sub 3","KEY-C3","Good Gruv","1","101","bas:Analow","Analow Bass G0"
"2500","489","bas:Low Rider","BAS-BadTube","Nervous","1","69","sub:Full Octave","Full Oct Bass C2"
"2500","489","bas:Low Rider","BAS-BadTube","Nervous","2","67","sub:Juno","Juno Sub A0"
"2500","490","bas:PopSlidah","BAS-3 O Worm","3 On Groove","1","161","bas:Pop Slide 1","Pop Slide 1 D0"
"2500","491","bas:Real Low","BAS-Brolin's 1st","Focus Up","1","53","sub:Bass Hum","Bass Hum F#0"
"2500","491","bas:Real Low","BAS-Brolin's 1st","Focus Up","2","127","bas:Sonics","Bass Sonics E0"
"2500","492","bas:Sub H2O","BAS-Lowness 2","MINOR","1","307","wav:Pure H20","Pure H20 Eb4"
"2500","493","bas:Subber 1","BAS-Sub Core","Aud Funk","1","90","bas:Moog Tri","Moog Tri A0"
"2500","494","bas:Subber 2","BAS-Finger1","RAPTOR","1","83","bas:SE 2","SE Bass 2 C0 -- SE Bass 2 C5"
"2500","495","bas:Wheel Wide","BAS-Four U","Diddy 2","1","100","bas:Ice","Basss Ice A#0"
"2500","495","bas:Wheel Wide","BAS-Four U","Diddy 2","2","67","sub:Juno","Juno Sub A0"
"2500","496","bas:Pepper Bass","BAS-2600","DailyBread","1","358","wav:Sawtooth 1","Sawtooth E0 -- Sawtooth E2 -- Sawtooth E4 -- Sawtooth E5 -- Sawtooth E6 -- Sawtooth E7"
"2500","496","bas:Pepper Bass","BAS-2600","DailyBread","2","350","wav:Sinusoid","Sine E0 -- Sine E1 -- Sine E2 -- Sine E3 -- Sine E4 -- Sine E5 -- Sine E6 -- Sine E7"
"2500","497","key:Simple EP","KBD-Classic EP","Short Up","1","4","epo:Med Rhodes","Roadz Medium D#1 -- Roadz Medium D#1 -- Roadz Medium A1 -- Roadz Medium D#2 -- Roadz Medium F#2 -- Roadz Medium F#2 -- Roadz Medium F#2 -- Roadz Medium C3 -- Roadz Medium C3 -- Roadz Medium C3 -- Roadz Medium C3 -- Roadz Medium D#3 -- Roadz Medium F#3 -- Roadz Medium F#3 -- Roadz Medium C4 -- Roadz Medium C4 -- Roadz Medium C4 -- Roadz Medium A4 -- Roadz Medium A4"
"2500","498","key:Tine EP 1","KBD-FM2Classc","BOUNCE-O","1","9","epo:WurlitzerSft","Wurly Soft C1 -- Wurly Soft F1 -- Wurly Soft A1 -- Wurly Soft D2 -- Wurly Soft F2 -- Wurly Soft A2 -- Wurly Soft D3 -- Wurly Soft G3 -- Wurly Soft C4 -- Wurly Soft F4 -- Wurly Soft A4 -- Wurly Soft A5"
"2500","498","key:Tine EP 1","KBD-FM2Classc","BOUNCE-O","2","10","epo:Wurlitzer Hd","Wurly Hard C1 -- Wurly Hard A1 -- Wurly Hard D#2 -- Wurly Hard A2 -- Wurly Hard C3 -- Wurly Hard F#3 -- Wurly Hard C4 -- Wurly Hard C6"
"2500","499","key:Tine EP 2","KBD-Med Dyno","Classic 70s","1","4","epo:Med Rhodes","Roadz Medium D#1 -- Roadz Medium D#1 -- Roadz Medium A1 -- Roadz Medium D#2 -- Roadz Medium F#2 -- Roadz Medium F#2 -- Roadz Medium F#2 -- Roadz Medium C3 -- Roadz Medium C3 -- Roadz Medium C3 -- Roadz Medium C3 -- Roadz Medium D#3 -- Roadz Medium F#3 -- Roadz Medium F#3 -- Roadz Medium C4 -- Roadz Medium C4 -- Roadz Medium C4 -- Roadz Medium A4 -- Roadz Medium A4"
"2500","499","key:Tine EP 2","KBD-Med Dyno","Classic 70s","2","5","epo:Hard Rhodes","Roadz Hard C2 -- Roadz Hard G2 -- Roadz Hard C3 -- Roadz Hard E3 -- Roadz Hard E4 -- Roadz Hard C5"
"2500","499","key:Tine EP 2","KBD-Med Dyno","Classic 70s","3","8","epo:Hard Tine","EP Hard Tine A1 -- EP Hard Tine D#2 -- EP Hard Tine A2 -- EP Hard Tine D#3 -- EP Hard Tine A3 -- EP Hard Tine D#4 -- EP Hard Tine A4 -- EP Hard Tine D6"
"2500","500","key:Tine EP 3","KBD-Grand FM","Commandment","1","4","epo:Med Rhodes","Roadz Medium D#1 -- Roadz Medium D#1 -- Roadz Medium A1 -- Roadz Medium D#2 -- Roadz Medium F#2 -- Roadz Medium F#2 -- Roadz Medium F#2 -- Roadz Medium C3 -- Roadz Medium C3 -- Roadz Medium C3 -- Roadz Medium C3 -- Roadz Medium D#3 -- Roadz Medium F#3 -- Roadz Medium F#3 -- Roadz Medium C4 -- Roadz Medium C4 -- Roadz Medium C4 -- Roadz Medium A4 -- Roadz Medium A4"
"2500","500","key:Tine EP 3","KBD-Grand FM","Commandment","2","6","epo:DynoRhodesMd","DynoEP Medium C1 -- DynoEP Medium C2 -- DynoEP Med. F#2 -- DynoEP Medium A2 -- DynoEP Medium C3 -- DynoEP Med. D#3 -- DynoEP Med. F#3 -- DynoEP Medium A3 -- DynoEP Medium D6"
"2500","500","key:Tine EP 3","KBD-Grand FM","Commandment","3","7","epo:DynoRhodesHd","DynoEP Hard C1 -- DynoEP Hard D#1 -- Dyno EP Hard F#1 -- DynoEP Hard A1 -- DynoEP Hard C2 -- DynoEP Hard D#2 -- DynoEP Hard F#2 -- DynoEP Hard A2 -- DynoEP Hard C3 -- DynoEP Hard D#3 -- DynoEP Hard F#3 -- DynoEP Hard A3 -- DynoEP Hard C4 -- DynoEP Hard D#4"
"2500","501","key:Pianostic","KBD-Hard Comp 1","Syncho Play","1","1","pno:Stereo Grand","Piano 1 E0 -- Piano 1 A0 -- Piano 1 D1 -- Piano 1 F#1 -- Piano 1 C#2 -- Piano 1 G#2 -- Piano 1 C#3 -- Piano 1 G#3 -- Piano 1 C#4 -- Piano 1 F#4 -- Piano 1 F#4 -- Piano 1 C5 -- Piano 1 F#5 -- Piano 1 G#5 -- Piano 1 C6 -- Piano 1 F#6"
"2500","501","key:Pianostic","KBD-Hard Comp 1","Syncho Play","2","273","vox:Vox Synth","Vox Synth C3 -- Vox Synth C6"
"2500","502","key:Spread Grand","KBD-Grande 4","LB 11","1","1","pno:Stereo Grand","Piano 1 E0 -- Piano 1 A0 -- Piano 1 D1 -- Piano 1 F#1 -- Piano 1 C#2 -- Piano 1 G#2 -- Piano 1 C#3 -- Piano 1 G#3 -- Piano 1 C#4 -- Piano 1 F#4 -- Piano 1 F#4 -- Piano 1 C5 -- Piano 1 F#5 -- Piano 1 G#5 -- Piano 1 C6 -- Piano 1 F#6"
"2500","503","key:Chorus Dyno","KBD-DynoPiano","Dris","1","6","epo:DynoRhodesMd","DynoEP Medium C1 -- DynoEP Medium C2 -- DynoEP Med. F#2 -- DynoEP Medium A2 -- DynoEP Medium C3 -- DynoEP Med. D#3 -- DynoEP Med. F#3 -- DynoEP Medium A3 -- DynoEP Medium D6"
"2500","504","key:Piano & Pizz","KBD-Klassical","FearOfFallin","1","1","pno:Stereo Grand","Piano 1 E0 -- Piano 1 A0 -- Piano 1 D1 -- Piano 1 F#1 -- Piano 1 C#2 -- Piano 1 G#2 -- Piano 1 C#3 -- Piano 1 G#3 -- Piano 1 C#4 -- Piano 1 F#4 -- Piano 1 F#4 -- Piano 1 C5 -- Piano 1 F#5 -- Piano 1 G#5 -- Piano 1 C6 -- Piano 1 F#6"
"2500","504","key:Piano & Pizz","KBD-Klassical","FearOfFallin","2","214","str:Pizzicato","Pizz Basses A#0 -- Pizz Basses D1 -- Pizz Basses F#1 -- Pizz Celli F#2 -- Pizz Celli A#2 -- Pizz Violas C3 -- Pizz Violas G3 -- Pizz Violins C4 -- Pizz Violins E4 -- Pizz Violins G#4 -- Pizz Violins C5 -- Pizz Violins C7"
"2500","505","key:Dramatic","KBD-Filmscore","OVAL","1","1","pno:Stereo Grand","Piano 1 E0 -- Piano 1 A0 -- Piano 1 D1 -- Piano 1 F#1 -- Piano 1 C#2 -- Piano 1 G#2 -- Piano 1 C#3 -- Piano 1 G#3 -- Piano 1 C#4 -- Piano 1 F#4 -- Piano 1 F#4 -- Piano 1 C5 -- Piano 1 F#5 -- Piano 1 G#5 -- Piano 1 C6 -- Piano 1 F#6"
"2500","505","key:Dramatic","KBD-Filmscore","OVAL","2","213","str:Section","SectionStringB0 -- SectionStringE1 -- SectionStringA1 -- SectionStringD2 -- SectionStringG2 -- SectionStringC3 -- SectionStringF3 -- SectionStringA#3 -- SectionStringD#4 -- SectionStringG#4"
"2500","506","key:Drama At Sea","KBD-Stereo Grand","Arp Major","1","37","org:Drawbar","Drawbar Organ G2"
